order_id,order_number,customer_id,order_ts,order_status,cancellation_stage,payment_method_id,shipping_service_id,voucher_id,sales_channel,currency,loaded_at
56,ORD-20221201-00000056,567,2022-12-01 17:30:51,delivered,,1,2,1,web,IDR,2026-05-25 04:22:10.045703
57,ORD-20221225-00000057,2481,2022-12-25 19:08:55,delivered,,1,6,1,web,IDR,2026-05-25 04:22:10.045703
58,ORD-20230830-00000058,2159,2023-08-30 21:05:54,delivered,,3,2,3,web,IDR,2026-05-25 04:22:10.045703
59,ORD-20230226-00000059,673,2023-02-26 00:59:26,delivered,,1,3,2,web,IDR,2026-05-25 04:22:10.045703
60,ORD-20240207-00000060,277,2024-02-07 04:19:38,delivered,,3,3,2,web,IDR,2026-05-25 04:22:10.045703
61,ORD-20221216-00000061,2013,2022-12-16 11:38:44,delivered,,1,6,1,web,IDR,2026-05-25 04:22:10.045703
62,ORD-20241106-00000062,1748,2024-11-06 22:09:39,delivered,,3,1,1,web,IDR,2026-05-25 04:22:10.045703
63,ORD-20240912-00000063,1184,2024-09-12 16:37:03,cancelled,shipped,2,3,2,web,IDR,2026-05-25 04:22:10.045703
64,ORD-20230422-00000064,1351,2023-04-22 23:11:05,delivered,,2,4,1,web,IDR,2026-05-25 04:22:10.045703
65,ORD-20240208-00000065,2242,2024-02-08 14:40:20,delivered,,1,4,1,web,IDR,2026-05-25 04:22:10.045703
66,ORD-20251218-00000066,300,2025-12-18 16:51:40,delivered,,1,3,3,web,IDR,2026-05-25 04:22:10.045703
67,ORD-20250613-00000067,745,2025-06-13 18:36:27,delivered,,4,5,2,web,IDR,2026-05-25 04:22:10.045703
68,ORD-20251117-00000068,1917,2025-11-17 03:43:36,delivered,,2,3,3,web,IDR,2026-05-25 04:22:10.045703
69,ORD-20230415-00000069,2037,2023-04-15 05:18:12,delivered,,2,5,1,web,IDR,2026-05-25 04:22:10.045703
70,ORD-20220830-00000070,1113,2022-08-30 09:08:46,delivered,,3,2,4,web,IDR,2026-05-25 04:22:10.045703
71,ORD-20230526-00000071,1817,2023-05-26 15:19:42,delivered,,3,7,1,web,IDR,2026-05-25 04:22:10.045703
72,ORD-20220302-00000072,585,2022-03-02 00:51:43,delivered,,1,3,1,web,IDR,2026-05-25 04:22:10.045703
73,ORD-20230111-00000073,633,2023-01-11 18:47:31,delivered,,1,4,1,web,IDR,2026-05-25 04:22:10.045703
74,ORD-20220930-00000074,777,2022-09-30 12:36:08,returned,,3,1,3,web,IDR,2026-05-25 04:22:10.045703
75,ORD-20251231-00000075,244,2025-12-31 13:37:53,paid,,3,3,3,web,IDR,2026-05-25 04:22:10.045703
76,ORD-20240402-00000076,2239,2024-04-02 15:33:08,delivered,,4,1,1,web,IDR,2026-05-25 04:22:10.045703
77,ORD-20240215-00000077,1798,2024-02-15 13:04:17,delivered,,4,6,3,web,IDR,2026-05-25 04:22:10.045703
78,ORD-20240613-00000078,1695,2024-06-13 21:33:00,delivered,,1,1,3,web,IDR,2026-05-25 04:22:10.045703
79,ORD-20220303-00000079,548,2022-03-03 18:37:56,returned,,2,1,1,web,IDR,2026-05-25 04:22:10.045703
80,ORD-20250623-00000080,1421,2025-06-23 09:19:28,delivered,,1,1,3,web,IDR,2026-05-25 04:22:10.045703
81,ORD-20220325-00000081,2140,2022-03-25 17:41:19,delivered,,2,1,3,web,IDR,2026-05-25 04:22:10.045703
82,ORD-20221115-00000082,765,2022-11-15 02:46:01,delivered,,1,4,1,web,IDR,2026-05-25 04:22:10.045703
83,ORD-20240403-00000083,328,2024-04-03 12:47:31,returned,,3,7,2,web,IDR,2026-05-25 04:22:10.045703
84,ORD-20240527-00000084,1396,2024-05-27 13:02:02,delivered,,2,1,1,web,IDR,2026-05-25 04:22:10.045703
85,ORD-20241124-00000085,413,2024-11-24 03:32:23,delivered,,2,1,2,web,IDR,2026-05-25 04:22:10.045703
86,ORD-20220205-00000086,348,2022-02-05 19:09:32,delivered,,2,5,3,web,IDR,2026-05-25 04:22:10.045703
87,ORD-20251208-00000087,2351,2025-12-08 04:41:41,delivered,,4,2,3,web,IDR,2026-05-25 04:22:10.045703
88,ORD-20220508-00000088,2461,2022-05-08 16:27:33,delivered,,2,7,2,web,IDR,2026-05-25 04:22:10.045703
89,ORD-20241206-00000089,909,2024-12-06 21:57:50,delivered,,4,3,1,web,IDR,2026-05-25 04:22:10.045703
90,ORD-20231222-00000090,355,2023-12-22 23:55:56,delivered,,3,7,2,web,IDR,2026-05-25 04:22:10.045703
91,ORD-20240613-00000091,1788,2024-06-13 13:11:55,delivered,,3,1,1,web,IDR,2026-05-25 04:22:10.045703
92,ORD-20221209-00000092,515,2022-12-09 09:45:42,delivered,,2,4,2,web,IDR,2026-05-25 04:22:10.045703
93,ORD-20230628-00000093,1894,2023-06-28 10:56:05,delivered,,1,1,2,web,IDR,2026-05-25 04:22:10.045703
94,ORD-20230503-00000094,1613,2023-05-03 22:01:18,delivered,,3,1,3,web,IDR,2026-05-25 04:22:10.045703
95,ORD-20250602-00000095,1974,2025-06-02 08:16:43,delivered,,4,7,3,web,IDR,2026-05-25 04:22:10.045703
96,ORD-20230426-00000096,737,2023-04-26 00:08:19,delivered,,1,4,1,web,IDR,2026-05-25 04:22:10.045703
97,ORD-20230520-00000097,1987,2023-05-20 21:26:17,delivered,,1,7,2,web,IDR,2026-05-25 04:22:10.045703
98,ORD-20240818-00000098,1102,2024-08-18 14:40:37,delivered,,1,1,1,web,IDR,2026-05-25 04:22:10.045703
99,ORD-20220206-00000099,1838,2022-02-06 08:50:46,delivered,,3,7,2,web,IDR,2026-05-25 04:22:10.045703
100,ORD-20231123-00000100,886,2023-11-23 13:40:36,returned,,4,4,4,web,IDR,2026-05-25 04:22:10.045703
101,ORD-20240302-00000101,1735,2024-03-02 18:00:45,delivered,,4,3,3,web,IDR,2026-05-25 04:22:10.045703
102,ORD-20220103-00000102,602,2022-01-03 01:02:11,delivered,,3,3,2,web,IDR,2026-05-25 04:22:10.045703
103,ORD-20220316-00000103,2280,2022-03-16 02:11:59,delivered,,1,5,1,web,IDR,2026-05-25 04:22:10.045703
104,ORD-20250527-00000104,1115,2025-05-27 06:44:17,delivered,,2,5,1,web,IDR,2026-05-25 04:22:10.045703
105,ORD-20240414-00000105,1287,2024-04-14 15:14:29,delivered,,3,3,2,web,IDR,2026-05-25 04:22:10.045703
106,ORD-20240423-00000106,823,2024-04-23 18:59:17,delivered,,1,3,1,web,IDR,2026-05-25 04:22:10.045703
107,ORD-20240520-00000107,2096,2024-05-20 15:04:36,delivered,,4,4,1,web,IDR,2026-05-25 04:22:10.045703
108,ORD-20250323-00000108,2433,2025-03-23 18:08:21,delivered,,1,1,3,web,IDR,2026-05-25 04:22:10.045703
109,ORD-20240105-00000109,322,2024-01-05 01:34:59,delivered,,4,1,2,web,IDR,2026-05-25 04:22:10.045703
110,ORD-20250628-00000110,2382,2025-06-28 00:10:16,returned,,1,6,1,web,IDR,2026-05-25 04:22:10.045703
111,ORD-20230613-00000111,2410,2023-06-13 00:17:57,returned,,1,5,1,web,IDR,2026-05-25 04:22:10.045703
112,ORD-20220714-00000112,1605,2022-07-14 18:20:18,delivered,,3,2,1,web,IDR,2026-05-25 04:22:10.045703
113,ORD-20251231-00000113,793,2025-12-31 21:16:25,paid,,3,7,2,web,IDR,2026-05-25 04:22:10.045703
114,ORD-20220325-00000114,1604,2022-03-25 01:58:01,cancelled,placed,2,3,1,web,IDR,2026-05-25 04:22:10.045703
115,ORD-20240824-00000115,1566,2024-08-24 17:02:56,delivered,,2,5,1,web,IDR,2026-05-25 04:22:10.045703
116,ORD-20241208-00000116,2446,2024-12-08 19:18:43,delivered,,3,4,2,web,IDR,2026-05-25 04:22:10.045703
117,ORD-20240525-00000117,1260,2024-05-25 20:10:34,delivered,,2,4,2,web,IDR,2026-05-25 04:22:10.045703
118,ORD-20230306-00000118,368,2023-03-06 19:45:09,cancelled,placed,3,2,1,web,IDR,2026-05-25 04:22:10.045703
119,ORD-20240608-00000119,732,2024-06-08 14:06:02,delivered,,3,3,1,web,IDR,2026-05-25 04:22:10.045703
120,ORD-20251227-00000120,1837,2025-12-27 21:45:18,shipped,,4,1,1,web,IDR,2026-05-25 04:22:10.045703
121,ORD-20220421-00000121,2425,2022-04-21 19:41:19,delivered,,4,1,3,web,IDR,2026-05-25 04:22:10.045703
122,ORD-20230527-00000122,4,2023-05-27 09:53:45,delivered,,2,4,1,web,IDR,2026-05-25 04:22:10.045703
123,ORD-20251220-00000123,924,2025-12-20 22:34:38,delivered,,3,5,1,web,IDR,2026-05-25 04:22:10.045703
124,ORD-20230324-00000124,1745,2023-03-24 11:25:14,delivered,,1,1,3,web,IDR,2026-05-25 04:22:10.045703
125,ORD-20231216-00000125,27,2023-12-16 20:08:18,delivered,,2,3,3,web,IDR,2026-05-25 04:22:10.045703
126,ORD-20250326-00000126,1689,2025-03-26 02:07:35,delivered,,2,4,2,web,IDR,2026-05-25 04:22:10.045703
127,ORD-20250213-00000127,990,2025-02-13 03:16:14,cancelled,shipped,1,1,2,web,IDR,2026-05-25 04:22:10.045703
128,ORD-20230122-00000128,1099,2023-01-22 19:48:37,delivered,,1,2,2,web,IDR,2026-05-25 04:22:10.045703
129,ORD-20230131-00000129,1958,2023-01-31 11:19:17,delivered,,1,8,3,web,IDR,2026-05-25 04:22:10.045703
130,ORD-20230709-00000130,405,2023-07-09 21:49:28,delivered,,3,4,2,web,IDR,2026-05-25 04:22:10.045703
131,ORD-20240215-00000131,1511,2024-02-15 16:31:51,delivered,,1,1,1,web,IDR,2026-05-25 04:22:10.045703
132,ORD-20250315-00000132,829,2025-03-15 01:25:16,delivered,,2,5,1,web,IDR,2026-05-25 04:22:10.045703
133,ORD-20220210-00000133,1202,2022-02-10 15:54:38,returned,,3,1,2,web,IDR,2026-05-25 04:22:10.045703
134,ORD-20241218-00000134,1112,2024-12-18 16:13:30,delivered,,3,8,2,web,IDR,2026-05-25 04:22:10.045703
135,ORD-20250129-00000135,1838,2025-01-29 22:52:49,cancelled,placed,1,6,2,web,IDR,2026-05-25 04:22:10.045703
136,ORD-20230219-00000136,1989,2023-02-19 15:20:15,delivered,,1,1,4,web,IDR,2026-05-25 04:22:10.045703
137,ORD-20221209-00000137,2362,2022-12-09 21:28:15,delivered,,1,4,1,web,IDR,2026-05-25 04:22:10.045703
138,ORD-20231206-00000138,819,2023-12-06 08:31:19,delivered,,2,4,1,web,IDR,2026-05-25 04:22:10.045703
139,ORD-20240718-00000139,2311,2024-07-18 10:23:46,delivered,,4,5,3,web,IDR,2026-05-25 04:22:10.045703
140,ORD-20220123-00000140,258,2022-01-23 14:39:03,delivered,,4,2,1,web,IDR,2026-05-25 04:22:10.045703
141,ORD-20240306-00000141,408,2024-03-06 09:39:28,delivered,,1,3,1,web,IDR,2026-05-25 04:22:10.045703
142,ORD-20231001-00000142,934,2023-10-01 11:22:52,delivered,,4,5,3,web,IDR,2026-05-25 04:22:10.045703
143,ORD-20250513-00000143,2281,2025-05-13 20:34:12,delivered,,1,6,2,web,IDR,2026-05-25 04:22:10.045703
144,ORD-20220204-00000144,1668,2022-02-04 17:15:10,delivered,,2,3,1,web,IDR,2026-05-25 04:22:10.045703
145,ORD-20230128-00000145,1787,2023-01-28 13:24:26,delivered,,1,5,2,web,IDR,2026-05-25 04:22:10.045703
146,ORD-20230315-00000146,1666,2023-03-15 12:07:45,cancelled,placed,3,4,3,web,IDR,2026-05-25 04:22:10.045703
147,ORD-20220903-00000147,202,2022-09-03 14:29:48,delivered,,1,1,1,web,IDR,2026-05-25 04:22:10.045703
148,ORD-20240613-00000148,2439,2024-06-13 10:13:17,delivered,,3,4,1,web,IDR,2026-05-25 04:22:10.045703
149,ORD-20220924-00000149,1330,2022-09-24 00:26:55,delivered,,1,4,1,web,IDR,2026-05-25 04:22:10.045703
150,ORD-20240506-00000150,446,2024-05-06 15:42:29,delivered,,3,6,1,web,IDR,2026-05-25 04:22:10.045703
151,ORD-20220914-00000151,1324,2022-09-14 18:34:19,delivered,,1,8,2,web,IDR,2026-05-25 04:22:10.045703
152,ORD-20220801-00000152,2443,2022-08-01 13:08:45,delivered,,4,3,2,web,IDR,2026-05-25 04:22:10.045703
153,ORD-20231222-00000153,1270,2023-12-22 21:44:52,delivered,,1,1,1,web,IDR,2026-05-25 04:22:10.045703
154,ORD-20250611-00000154,2142,2025-06-11 19:12:57,delivered,,3,4,1,web,IDR,2026-05-25 04:22:10.045703
155,ORD-20230928-00000155,2264,2023-09-28 01:32:10,delivered,,1,1,1,web,IDR,2026-05-25 04:22:10.045703
156,ORD-20250416-00000156,530,2025-04-16 12:29:04,cancelled,packed,1,2,2,web,IDR,2026-05-25 04:22:10.045703
157,ORD-20220822-00000157,2284,2022-08-22 17:30:14,delivered,,2,1,1,web,IDR,2026-05-25 04:22:10.045703
158,ORD-20230115-00000158,1100,2023-01-15 00:16:29,delivered,,4,5,3,web,IDR,2026-05-25 04:22:10.045703
159,ORD-20221002-00000159,565,2022-10-02 17:20:00,delivered,,4,3,2,web,IDR,2026-05-25 04:22:10.045703
160,ORD-20230128-00000160,1925,2023-01-28 21:34:04,delivered,,2,4,3,web,IDR,2026-05-25 04:22:10.045703
161,ORD-20240412-00000161,1682,2024-04-12 20:31:26,delivered,,3,3,2,web,IDR,2026-05-25 04:22:10.045703
162,ORD-20230103-00000162,187,2023-01-03 16:38:09,cancelled,placed,2,6,1,web,IDR,2026-05-25 04:22:10.045703
163,ORD-20230223-00000163,1053,2023-02-23 21:41:19,cancelled,packed,3,8,1,web,IDR,2026-05-25 04:22:10.045703
164,ORD-20220101-00000164,854,2022-01-01 19:56:58,delivered,,4,5,1,web,IDR,2026-05-25 04:22:10.045703
165,ORD-20221221-00000165,372,2022-12-21 16:55:12,delivered,,3,5,2,web,IDR,2026-05-25 04:22:10.045703
166,ORD-20231102-00000166,1831,2023-11-02 02:18:25,delivered,,4,1,2,web,IDR,2026-05-25 04:22:10.045703
167,ORD-20240213-00000167,2198,2024-02-13 18:01:14,delivered,,3,3,3,web,IDR,2026-05-25 04:22:10.045703
168,ORD-20250826-00000168,1219,2025-08-26 09:13:00,delivered,,4,3,1,web,IDR,2026-05-25 04:22:10.045703
169,ORD-20220207-00000169,628,2022-02-07 16:38:48,delivered,,2,3,2,web,IDR,2026-05-25 04:22:10.045703
170,ORD-20230326-00000170,36,2023-03-26 17:32:48,delivered,,1,6,1,web,IDR,2026-05-25 04:22:10.045703
171,ORD-20240723-00000171,2232,2024-07-23 18:37:05,delivered,,4,6,1,web,IDR,2026-05-25 04:22:10.045703
172,ORD-20240106-00000172,1034,2024-01-06 05:12:28,delivered,,1,4,1,web,IDR,2026-05-25 04:22:10.045703
173,ORD-20250312-00000173,1964,2025-03-12 17:20:02,delivered,,1,4,3,web,IDR,2026-05-25 04:22:10.045703
174,ORD-20230519-00000174,1518,2023-05-19 22:48:33,delivered,,1,4,2,web,IDR,2026-05-25 04:22:10.045703
175,ORD-20230208-00000175,595,2023-02-08 00:15:34,delivered,,2,4,2,web,IDR,2026-05-25 04:22:10.045703
176,ORD-20240223-00000176,142,2024-02-23 02:23:07,delivered,,4,6,1,web,IDR,2026-05-25 04:22:10.045703
177,ORD-20220223-00000177,1739,2022-02-23 23:49:05,delivered,,4,3,1,web,IDR,2026-05-25 04:22:10.045703
178,ORD-20240328-00000178,864,2024-03-28 15:49:46,delivered,,1,5,3,web,IDR,2026-05-25 04:22:10.045703
179,ORD-20241029-00000179,1663,2024-10-29 06:29:02,delivered,,3,1,1,web,IDR,2026-05-25 04:22:10.045703
180,ORD-20240205-00000180,2326,2024-02-05 18:17:46,returned,,1,4,2,web,IDR,2026-05-25 04:22:10.045703
181,ORD-20241102-00000181,1286,2024-11-02 10:04:39,delivered,,2,7,2,web,IDR,2026-05-25 04:22:10.045703
182,ORD-20240922-00000182,1511,2024-09-22 03:48:22,delivered,,1,4,1,web,IDR,2026-05-25 04:22:10.045703
183,ORD-20240628-00000183,1309,2024-06-28 11:24:22,returned,,2,1,3,web,IDR,2026-05-25 04:22:10.045703
184,ORD-20221222-00000184,394,2022-12-22 03:45:50,delivered,,3,1,3,web,IDR,2026-05-25 04:22:10.045703
185,ORD-20230810-00000185,999,2023-08-10 00:54:05,delivered,,1,5,4,web,IDR,2026-05-25 04:22:10.045703
186,ORD-20240524-00000186,1028,2024-05-24 13:02:17,delivered,,3,1,1,web,IDR,2026-05-25 04:22:10.045703
187,ORD-20250510-00000187,1287,2025-05-10 14:27:33,delivered,,3,5,3,web,IDR,2026-05-25 04:22:10.045703
188,ORD-20230424-00000188,1952,2023-04-24 10:26:33,delivered,,4,4,2,web,IDR,2026-05-25 04:22:10.045703
189,ORD-20241108-00000189,2432,2024-11-08 12:56:30,delivered,,2,5,1,web,IDR,2026-05-25 04:22:10.045703
190,ORD-20250606-00000190,900,2025-06-06 03:24:19,delivered,,1,4,1,web,IDR,2026-05-25 04:22:10.045703
191,ORD-20240105-00000191,1637,2024-01-05 23:50:35,delivered,,2,2,1,web,IDR,2026-05-25 04:22:10.045703
192,ORD-20240319-00000192,921,2024-03-19 14:28:13,delivered,,1,8,1,web,IDR,2026-05-25 04:22:10.045703
193,ORD-20241219-00000193,1791,2024-12-19 20:10:17,cancelled,placed,2,4,1,web,IDR,2026-05-25 04:22:10.045703
194,ORD-20221019-00000194,236,2022-10-19 01:25:17,delivered,,2,5,2,web,IDR,2026-05-25 04:22:10.045703
195,ORD-20250109-00000195,1769,2025-01-09 12:53:04,delivered,,1,7,1,web,IDR,2026-05-25 04:22:10.045703
196,ORD-20240208-00000196,5,2024-02-08 15:24:02,cancelled,paid,1,4,2,web,IDR,2026-05-25 04:22:10.045703
197,ORD-20250318-00000197,516,2025-03-18 06:20:05,delivered,,1,6,3,web,IDR,2026-05-25 04:22:10.045703
198,ORD-20250630-00000198,2015,2025-06-30 12:30:58,delivered,,1,4,3,web,IDR,2026-05-25 04:22:10.045703
199,ORD-20240331-00000199,2115,2024-03-31 17:38:34,delivered,,3,5,3,web,IDR,2026-05-25 04:22:10.045703
200,ORD-20230328-00000200,2205,2023-03-28 08:18:57,delivered,,3,4,1,web,IDR,2026-05-25 04:22:10.045703
201,ORD-20220101-00000201,693,2022-01-01 08:41:31,cancelled,placed,3,4,3,web,IDR,2026-05-25 04:22:10.045703
202,ORD-20250802-00000202,216,2025-08-02 14:15:44,returned,,1,1,2,web,IDR,2026-05-25 04:22:10.045703
203,ORD-20241112-00000203,1431,2024-11-12 15:02:40,cancelled,placed,3,6,1,web,IDR,2026-05-25 04:22:10.045703
204,ORD-20230921-00000204,860,2023-09-21 15:46:39,delivered,,4,6,1,web,IDR,2026-05-25 04:22:10.045703
205,ORD-20230329-00000205,1130,2023-03-29 19:40:12,delivered,,2,5,4,web,IDR,2026-05-25 04:22:10.045703
206,ORD-20250615-00000206,2412,2025-06-15 11:29:38,delivered,,1,5,2,web,IDR,2026-05-25 04:22:10.045703
207,ORD-20240109-00000207,907,2024-01-09 19:04:20,delivered,,4,1,3,web,IDR,2026-05-25 04:22:10.045703
208,ORD-20231002-00000208,122,2023-10-02 02:55:31,returned,,3,3,2,web,IDR,2026-05-25 04:22:10.045703
209,ORD-20250212-00000209,2314,2025-02-12 07:31:17,delivered,,2,2,1,web,IDR,2026-05-25 04:22:10.045703
210,ORD-20240421-00000210,370,2024-04-21 10:52:12,delivered,,4,3,1,web,IDR,2026-05-25 04:22:10.045703
211,ORD-20230611-00000211,1733,2023-06-11 21:13:07,returned,,1,4,1,web,IDR,2026-05-25 04:22:10.045703
212,ORD-20220701-00000212,735,2022-07-01 02:11:31,delivered,,1,4,2,web,IDR,2026-05-25 04:22:10.045703
213,ORD-20220324-00000213,1184,2022-03-24 01:21:44,delivered,,3,1,3,web,IDR,2026-05-25 04:22:10.045703
214,ORD-20240810-00000214,1426,2024-08-10 08:23:26,delivered,,1,5,2,web,IDR,2026-05-25 04:22:10.045703
215,ORD-20220126-00000215,2267,2022-01-26 16:39:28,delivered,,1,1,2,web,IDR,2026-05-25 04:22:10.045703
216,ORD-20250512-00000216,1887,2025-05-12 23:59:54,delivered,,1,3,1,web,IDR,2026-05-25 04:22:10.045703
217,ORD-20230512-00000217,597,2023-05-12 15:58:40,delivered,,1,1,3,web,IDR,2026-05-25 04:22:10.045703
218,ORD-20221225-00000218,1400,2022-12-25 06:31:58,delivered,,2,6,2,web,IDR,2026-05-25 04:22:10.045703
219,ORD-20240131-00000219,133,2024-01-31 23:29:14,delivered,,1,6,3,web,IDR,2026-05-25 04:22:10.045703
220,ORD-20220509-00000220,836,2022-05-09 22:13:04,delivered,,2,3,2,web,IDR,2026-05-25 04:22:10.045703
