order_item_id,order_id,product_id,item_number,quantity,unit_price,subtotal,discount_amount,shipping_subsidy,voucher_amount,total_payment,estimated_cost,profit,is_returned,is_cancelled,loaded_at
22,10,11,2,1,1862660,1862660,0,0,186266,1676394,1092298,584096,False,True,2026-05-25 04:22:10.045703
23,10,6,3,2,747779,1495558,0,0,149556,1346002,1294200,51802,False,True,2026-05-25 04:22:10.045703
24,10,5,4,4,6096285,24385140,731554,0,2438514,21215072,20995012,220060,False,True,2026-05-25 04:22:10.045703
25,10,57,5,1,3966384,3966384,198319,0,396638,3371427,3079413,292014,False,True,2026-05-25 04:22:10.045703
26,10,9,6,2,603944,1207888,36237,0,120789,1050862,849970,200892,False,True,2026-05-25 04:22:10.045703
27,11,10,1,2,627973,1255946,0,11075,0,1255946,888256,356615,False,False,2026-05-25 04:22:10.045703
28,11,123,2,2,392677,785354,0,6925,0,785354,521840,256589,False,False,2026-05-25 04:22:10.045703
29,12,34,1,1,169892,169892,0,0,0,169892,133898,35994,False,False,2026-05-25 04:22:10.045703
30,12,119,2,2,758515,1517030,45511,0,0,1471519,800070,671449,False,False,2026-05-25 04:22:10.045703
31,13,17,1,1,1063755,1063755,0,0,0,1063755,656354,407401,False,False,2026-05-25 04:22:10.045703
32,13,1,2,1,6713765,6713765,671376,0,0,6042389,4693915,1348474,False,False,2026-05-25 04:22:10.045703
33,14,31,1,1,754986,754986,60399,0,0,694587,502265,192322,False,False,2026-05-25 04:22:10.045703
34,14,219,2,2,1469016,2938032,293803,0,0,2644229,2454274,189955,False,False,2026-05-25 04:22:10.045703
35,14,4,3,3,106738,320214,0,0,0,320214,250461,69753,False,False,2026-05-25 04:22:10.045703
36,14,85,4,1,1288599,1288599,128860,0,0,1159739,886453,273286,False,False,2026-05-25 04:22:10.045703
37,14,304,5,2,190299,380598,19030,0,0,361568,316982,44586,False,False,2026-05-25 04:22:10.045703
38,15,7,1,2,960220,1920440,57613,0,0,1862827,1198748,664079,False,False,2026-05-25 04:22:10.045703
39,16,175,1,3,929578,2788734,0,0,0,2788734,1839066,949668,False,True,2026-05-25 04:22:10.045703
40,16,285,2,2,443186,886372,0,0,0,886372,725712,160660,False,True,2026-05-25 04:22:10.045703
41,17,32,1,1,1418070,1418070,42542,0,0,1375528,946445,429083,False,True,2026-05-25 04:22:10.045703
42,18,61,1,1,300797,300797,0,0,30080,270717,176288,94429,False,False,2026-05-25 04:22:10.045703
43,18,3,2,1,1017576,1017576,0,0,101758,915818,609325,306493,False,False,2026-05-25 04:22:10.045703
44,18,4,3,1,113776,113776,0,0,11378,102398,83487,18911,False,False,2026-05-25 04:22:10.045703
45,18,1,4,1,5815294,5815294,290765,0,581530,4942999,4693915,249084,False,False,2026-05-25 04:22:10.045703
46,18,25,5,1,1016189,1016189,101619,0,101619,812951,711356,101595,False,False,2026-05-25 04:22:10.045703
47,18,70,6,1,136024,136024,0,0,13602,122422,90210,32212,False,False,2026-05-25 04:22:10.045703
48,19,40,1,1,220413,220413,22041,0,0,198372,154567,43805,False,False,2026-05-25 04:22:10.045703
49,19,3,2,2,945606,1891212,189121,0,0,1702091,1218650,483441,False,False,2026-05-25 04:22:10.045703
50,19,2,3,3,424468,1273404,0,0,0,1273404,855192,418212,False,False,2026-05-25 04:22:10.045703
51,20,1,1,1,6449110,6449110,0,50000,0,6449110,4693915,1705195,False,False,2026-05-25 04:22:10.045703
52,21,191,1,1,1027351,1027351,30821,12000,0,996530,734549,249981,False,False,2026-05-25 04:22:10.045703
53,22,5,1,1,6565911,6565911,0,0,100000,6465911,5248753,1217158,False,False,2026-05-25 04:22:10.045703
54,22,4,2,2,99076,198152,0,0,0,198152,166974,31178,False,False,2026-05-25 04:22:10.045703
55,22,220,3,4,447517,1790068,179007,0,0,1611061,1161636,449425,False,False,2026-05-25 04:22:10.045703
56,22,4,4,1,110138,110138,5507,0,0,104631,83487,21144,False,False,2026-05-25 04:22:10.045703
57,23,1,1,3,5969150,17907450,537224,25000,0,17370226,14081745,3263481,False,False,2026-05-25 04:22:10.045703
58,24,78,1,1,243951,243951,19516,321,0,224435,175387,48727,False,False,2026-05-25 04:22:10.045703
59,24,120,2,1,992018,992018,0,1304,0,992018,831778,158936,False,False,2026-05-25 04:22:10.045703
60,24,279,3,3,5929623,17788869,1778887,23376,0,16009982,14600919,1385687,False,False,2026-05-25 04:22:10.045703
61,25,12,1,1,3842673,3842673,115280,0,0,3727393,2818488,908905,False,True,2026-05-25 04:22:10.045703
62,25,57,2,1,3483295,3483295,348330,0,0,3134965,3079413,55552,False,True,2026-05-25 04:22:10.045703
63,26,218,1,3,384437,1153311,0,0,0,1153311,878151,275160,False,False,2026-05-25 04:22:10.045703
64,27,6,1,2,790657,1581314,0,0,158131,1423183,1294200,128983,False,False,2026-05-25 04:22:10.045703
65,28,12,1,2,3504359,7008718,350436,0,0,6658282,5636976,1021306,False,False,2026-05-25 04:22:10.045703
66,29,6,1,1,750387,750387,60031,0,0,690356,647100,43256,False,True,2026-05-25 04:22:10.045703
67,29,113,2,2,1603991,3207982,0,0,0,3207982,2236274,971708,False,True,2026-05-25 04:22:10.045703
68,30,9,1,2,648906,1297812,0,0,0,1297812,849970,447842,False,False,2026-05-25 04:22:10.045703
69,30,5,2,2,6874660,13749320,687466,0,0,13061854,10497506,2564348,False,False,2026-05-25 04:22:10.045703
70,31,2,1,2,396846,793692,23811,0,0,769881,570128,199753,False,False,2026-05-25 04:22:10.045703
71,32,14,1,3,1138438,3415314,170766,0,341531,2903017,2922996,-19979,False,False,2026-05-25 04:22:10.045703
72,32,35,2,4,220042,880168,70413,0,88017,721738,493132,228606,False,False,2026-05-25 04:22:10.045703
73,33,12,1,1,3445816,3445816,344582,0,0,3101234,2818488,282746,False,False,2026-05-25 04:22:10.045703
74,33,1,2,1,6285208,6285208,0,0,0,6285208,4693915,1591293,False,False,2026-05-25 04:22:10.045703
75,33,14,3,2,1307293,2614586,78438,0,0,2536148,1948664,587484,False,False,2026-05-25 04:22:10.045703
76,34,175,1,1,1017749,1017749,101775,0,0,915974,613022,302952,False,False,2026-05-25 04:22:10.045703
77,34,75,2,1,428872,428872,34310,0,0,394562,349749,44813,False,False,2026-05-25 04:22:10.045703
78,35,1,1,1,6532229,6532229,522578,0,100000,5909651,4693915,1215736,False,False,2026-05-25 04:22:10.045703
79,36,4,1,2,96083,192166,19217,0,0,172949,166974,5975,False,False,2026-05-25 04:22:10.045703
80,36,3,2,2,1001006,2002012,160161,0,0,1841851,1218650,623201,False,False,2026-05-25 04:22:10.045703
81,37,212,1,1,1829981,1829981,182998,0,0,1646983,1134557,512426,True,False,2026-05-25 04:22:10.045703
82,37,72,2,2,1429347,2858694,0,0,0,2858694,1994950,863744,True,False,2026-05-25 04:22:10.045703
83,37,196,3,2,2963383,5926766,474141,0,0,5452625,4829296,623329,True,False,2026-05-25 04:22:10.045703
84,38,133,1,2,3323470,6646940,199408,18000,0,6447532,4814232,1615300,False,False,2026-05-25 04:22:10.045703
85,39,343,1,3,584370,1753110,87656,0,0,1665454,1275153,390301,False,False,2026-05-25 04:22:10.045703
86,40,1,1,3,5724948,17174844,1373988,0,1717484,14083372,14081745,1627,False,False,2026-05-25 04:22:10.045703
87,41,283,1,1,271183,271183,27118,6468,0,244065,206219,31378,False,False,2026-05-25 04:22:10.045703
88,41,8,2,1,367603,367603,18380,8767,0,349223,247062,93394,False,False,2026-05-25 04:22:10.045703
89,41,92,3,1,115923,115923,9274,2765,0,106649,92772,11112,False,False,2026-05-25 04:22:10.045703
90,42,172,1,1,336861,336861,33686,0,0,303175,244630,58545,False,False,2026-05-25 04:22:10.045703
91,42,39,2,1,744668,744668,74467,0,0,670201,475906,194295,False,False,2026-05-25 04:22:10.045703
92,42,45,3,1,965373,965373,77230,0,0,888143,641215,246928,False,False,2026-05-25 04:22:10.045703
93,42,57,4,1,3584184,3584184,358418,0,0,3225766,3079413,146353,False,False,2026-05-25 04:22:10.045703
94,43,119,1,1,766098,766098,0,0,76610,689488,400035,289453,False,False,2026-05-25 04:22:10.045703
95,43,190,2,1,917613,917613,0,0,91761,825852,815487,10365,False,False,2026-05-25 04:22:10.045703
96,43,40,3,1,223426,223426,0,0,22343,201083,154567,46516,False,False,2026-05-25 04:22:10.045703
97,43,2,4,1,375754,375754,37575,0,37575,300604,285064,15540,False,False,2026-05-25 04:22:10.045703
98,43,12,5,3,3823335,11470005,0,0,1147000,10323005,8455464,1867541,False,False,2026-05-25 04:22:10.045703
99,43,29,6,1,844489,844489,0,0,84449,760040,692424,67616,False,False,2026-05-25 04:22:10.045703
100,44,2,1,1,448152,448152,44815,0,0,403337,285064,118273,False,False,2026-05-25 04:22:10.045703
101,44,6,2,3,867335,2602005,0,0,0,2602005,1941300,660705,False,False,2026-05-25 04:22:10.045703
102,45,43,1,2,1413357,2826714,84801,0,282671,2459242,1989604,469638,False,False,2026-05-25 04:22:10.045703
103,45,1,2,1,6728224,6728224,672822,0,672823,5382579,4693915,688664,False,False,2026-05-25 04:22:10.045703
104,45,173,3,2,925950,1851900,0,0,185190,1666710,1578292,88418,False,False,2026-05-25 04:22:10.045703
105,46,7,1,2,960933,1921866,96093,0,0,1825773,1198748,627025,False,False,2026-05-25 04:22:10.045703
106,46,249,2,2,1020720,2041440,0,0,0,2041440,1206546,834894,False,False,2026-05-25 04:22:10.045703
107,46,2,3,1,440217,440217,13207,0,0,427010,285064,141946,False,False,2026-05-25 04:22:10.045703
108,46,1,4,1,5981611,5981611,478529,0,0,5503082,4693915,809167,False,False,2026-05-25 04:22:10.045703
109,46,8,5,1,422604,422604,21130,0,0,401474,247062,154412,False,False,2026-05-25 04:22:10.045703
110,47,84,1,1,159986,159986,0,0,0,159986,109436,50550,True,False,2026-05-25 04:22:10.045703
111,48,54,1,2,368063,736126,0,0,0,736126,486440,249686,False,False,2026-05-25 04:22:10.045703
112,48,28,2,1,148223,148223,4447,0,0,143776,135536,8240,False,False,2026-05-25 04:22:10.045703
113,49,126,1,2,2236311,4472622,134179,0,447262,3891181,3518550,372631,False,False,2026-05-25 04:22:10.045703
114,49,18,2,1,1011359,1011359,0,0,101136,910223,790648,119575,False,False,2026-05-25 04:22:10.045703
115,49,84,3,2,175692,351384,35138,0,35138,281108,218872,62236,False,False,2026-05-25 04:22:10.045703
116,50,52,1,3,326775,980325,0,6236,0,980325,668103,305986,False,False,2026-05-25 04:22:10.045703
117,50,283,2,1,248021,248021,0,1578,0,248021,206219,40224,False,False,2026-05-25 04:22:10.045703
118,50,14,3,1,1129689,1129689,0,7186,0,1129689,974332,148171,False,False,2026-05-25 04:22:10.045703
119,51,45,1,1,848310,848310,0,0,0,848310,641215,207095,False,False,2026-05-25 04:22:10.045703
120,52,4,1,1,95092,95092,2853,50000,0,92239,83487,-41248,False,True,2026-05-25 04:22:10.045703
121,53,9,1,1,593902,593902,59390,0,0,534512,424985,109527,False,False,2026-05-25 04:22:10.045703
122,53,31,2,1,727124,727124,21814,0,0,705310,502265,203045,False,False,2026-05-25 04:22:10.045703
123,53,332,3,2,798928,1597856,127828,0,0,1470028,1167942,302086,False,False,2026-05-25 04:22:10.045703
124,54,165,1,1,132167,132167,3965,0,0,128202,113761,14441,False,False,2026-05-25 04:22:10.045703
125,54,256,2,3,421913,1265739,0,0,0,1265739,948195,317544,False,False,2026-05-25 04:22:10.045703
126,54,2,3,1,382935,382935,0,0,0,382935,285064,97871,False,False,2026-05-25 04:22:10.045703
127,54,5,4,1,6404291,6404291,0,0,0,6404291,5248753,1155538,False,False,2026-05-25 04:22:10.045703
128,54,1,5,1,5793369,5793369,463470,0,0,5329899,4693915,635984,False,False,2026-05-25 04:22:10.045703
129,55,34,1,1,167537,167537,16754,0,0,150783,133898,16885,False,False,2026-05-25 04:22:10.045703
130,55,1,2,1,6395564,6395564,511645,0,0,5883919,4693915,1190004,False,False,2026-05-25 04:22:10.045703
131,55,4,3,1,111294,111294,0,0,0,111294,83487,27807,False,False,2026-05-25 04:22:10.045703
132,55,85,4,1,1221138,1221138,36634,0,0,1184504,886453,298051,False,False,2026-05-25 04:22:10.045703
133,56,2,1,2,432029,864058,0,0,0,864058,570128,293930,False,False,2026-05-25 04:22:10.045703
134,56,2,2,1,429121,429121,0,0,0,429121,285064,144057,False,False,2026-05-25 04:22:10.045703
135,56,8,3,1,375839,375839,0,0,0,375839,247062,128777,False,False,2026-05-25 04:22:10.045703
136,56,24,4,1,228663,228663,0,0,0,228663,173358,55305,False,False,2026-05-25 04:22:10.045703
137,56,27,5,1,1959378,1959378,0,0,0,1959378,1788762,170616,False,False,2026-05-25 04:22:10.045703
138,57,55,1,1,6333360,6333360,506669,0,0,5826691,4274081,1552610,False,False,2026-05-25 04:22:10.045703
139,57,178,2,1,127921,127921,10234,0,0,117687,78509,39178,False,False,2026-05-25 04:22:10.045703
140,58,76,1,1,1605043,1605043,0,32376,0,1605043,1023122,549545,False,False,2026-05-25 04:22:10.045703
141,58,83,2,1,873677,873677,43684,17624,0,829993,608084,204285,False,False,2026-05-25 04:22:10.045703
142,59,18,1,1,1056812,1056812,31704,0,105681,919427,790648,128779,False,False,2026-05-25 04:22:10.045703
143,60,109,1,3,644105,1932315,96616,0,193232,1642467,1364403,278064,False,False,2026-05-25 04:22:10.045703
144,61,45,1,2,886833,1773666,0,0,0,1773666,1282430,491236,False,False,2026-05-25 04:22:10.045703
145,61,16,2,1,75835,75835,2275,0,0,73560,48912,24648,False,False,2026-05-25 04:22:10.045703
146,62,81,1,2,420069,840138,84014,0,0,756124,477670,278454,False,False,2026-05-25 04:22:10.045703
147,63,3,1,1,1059836,1059836,84787,0,105984,869065,609325,259740,False,True,2026-05-25 04:22:10.045703
148,63,3,2,2,975131,1950262,97513,0,195026,1657723,1218650,439073,False,True,2026-05-25 04:22:10.045703
149,63,1,3,1,6644269,6644269,0,0,664427,5979842,4693915,1285927,False,True,2026-05-25 04:22:10.045703
150,64,20,1,2,204251,408502,0,0,0,408502,313450,95052,False,False,2026-05-25 04:22:10.045703
151,64,8,2,3,363054,1089162,0,0,0,1089162,741186,347976,False,False,2026-05-25 04:22:10.045703
152,64,166,3,1,1396477,1396477,139648,0,0,1256829,980406,276423,False,False,2026-05-25 04:22:10.045703
153,65,1,1,1,6600188,6600188,0,0,0,6600188,4693915,1906273,False,False,2026-05-25 04:22:10.045703
154,66,118,1,1,833588,833588,0,35000,0,833588,512048,286540,False,False,2026-05-25 04:22:10.045703
155,67,71,1,1,810032,810032,0,0,81003,729029,605153,123876,False,False,2026-05-25 04:22:10.045703
156,68,3,1,1,899161,899161,26975,1439,0,872186,609325,261422,False,False,2026-05-25 04:22:10.045703
157,68,1,2,1,5910547,5910547,177316,9461,0,5733231,4693915,1029855,False,False,2026-05-25 04:22:10.045703
158,68,3,3,4,1108877,4435508,221775,7100,0,4213733,2437300,1769333,False,False,2026-05-25 04:22:10.045703
159,69,32,1,1,1312284,1312284,0,0,0,1312284,946445,365839,False,False,2026-05-25 04:22:10.045703
160,69,2,2,1,425884,425884,21294,0,0,404590,285064,119526,False,False,2026-05-25 04:22:10.045703
161,69,8,3,2,365318,730636,58451,0,0,672185,494124,178061,False,False,2026-05-25 04:22:10.045703
162,70,136,1,1,1834760,1834760,183476,0,0,1651284,1183959,467325,False,False,2026-05-25 04:22:10.045703
163,70,1,2,3,6376691,19130073,573902,0,48380,18507791,14081745,4426046,False,False,2026-05-25 04:22:10.045703
164,70,303,3,2,1024207,2048414,102421,0,0,1945993,1294360,651633,False,False,2026-05-25 04:22:10.045703
165,70,1,4,3,6803619,20410857,0,0,51620,20359237,14081745,6277492,False,False,2026-05-25 04:22:10.045703
166,71,110,1,1,1594420,1594420,47833,0,0,1546587,965933,580654,False,False,2026-05-25 04:22:10.045703
167,72,305,1,3,841558,2524674,252467,0,0,2272207,1247592,1024615,False,False,2026-05-25 04:22:10.045703
168,73,42,1,1,3204855,3204855,0,0,0,3204855,2432961,771894,False,False,2026-05-25 04:22:10.045703
169,73,8,2,1,370196,370196,18510,0,0,351686,247062,104624,False,False,2026-05-25 04:22:10.045703
170,73,11,3,1,1666274,1666274,83314,0,0,1582960,1092298,490662,False,False,2026-05-25 04:22:10.045703
171,73,102,4,2,743657,1487314,118985,0,0,1368329,847780,520549,False,False,2026-05-25 04:22:10.045703
172,74,1,1,2,6217053,12434106,621705,49140,0,11812401,9387830,2375431,True,False,2026-05-25 04:22:10.045703
173,74,24,2,1,217481,217481,6524,860,0,210957,173358,36739,True,False,2026-05-25 04:22:10.045703
174,75,258,1,1,1430647,1430647,0,8431,0,1430647,863027,559189,False,False,2026-05-25 04:22:10.045703
175,75,206,2,1,1285227,1285227,64261,7574,0,1220966,783653,429739,False,False,2026-05-25 04:22:10.045703
176,75,145,3,1,761658,761658,22850,4489,0,738808,558654,175665,False,False,2026-05-25 04:22:10.045703
177,75,6,4,3,820469,2461407,0,14506,0,2461407,1941300,505601,False,False,2026-05-25 04:22:10.045703
178,76,70,1,4,147066,588264,47061,0,0,541203,360840,180363,False,False,2026-05-25 04:22:10.045703
179,76,7,2,2,961601,1923202,96160,0,0,1827042,1198748,628294,False,False,2026-05-25 04:22:10.045703
180,77,5,1,1,6162810,6162810,184884,18000,0,5977926,5248753,711173,False,False,2026-05-25 04:22:10.045703
181,78,189,1,1,840074,840074,42004,2246,0,798070,492556,303268,False,False,2026-05-25 04:22:10.045703
182,78,49,2,2,781711,1563422,46903,4179,0,1516519,1125948,386392,False,False,2026-05-25 04:22:10.045703
183,78,28,3,1,147501,147501,4425,394,0,143076,135536,7146,False,False,2026-05-25 04:22:10.045703
184,78,1,4,1,6801158,6801158,544093,18181,0,6257065,4693915,1544969,False,False,2026-05-25 04:22:10.045703
185,79,29,1,1,778163,778163,0,0,0,778163,692424,85739,True,False,2026-05-25 04:22:10.045703
186,80,178,1,1,113592,113592,11359,15000,0,102233,78509,8724,False,False,2026-05-25 04:22:10.045703
187,81,165,1,2,145860,291720,0,9571,0,291720,227522,54627,False,False,2026-05-25 04:22:10.045703
188,81,95,2,2,235149,470298,47030,15429,0,423268,269048,138791,False,False,2026-05-25 04:22:10.045703
189,82,29,1,1,798999,798999,79900,0,0,719099,692424,26675,False,False,2026-05-25 04:22:10.045703
190,83,3,1,3,1100633,3301899,0,0,330190,2971709,1827975,1143734,True,False,2026-05-25 04:22:10.045703
191,83,1,2,2,5716099,11432198,342966,0,1143220,9946012,9387830,558182,True,False,2026-05-25 04:22:10.045703
192,84,1,1,1,6543482,6543482,654348,0,0,5889134,4693915,1195219,False,False,2026-05-25 04:22:10.045703
193,84,19,2,1,100830,100830,3025,0,0,97805,83486,14319,False,False,2026-05-25 04:22:10.045703
194,84,28,3,1,164197,164197,0,0,0,164197,135536,28661,False,False,2026-05-25 04:22:10.045703
195,84,16,4,1,76633,76633,3832,0,0,72801,48912,23889,False,False,2026-05-25 04:22:10.045703
196,84,1,5,2,6252017,12504034,375121,0,0,12128913,9387830,2741083,False,False,2026-05-25 04:22:10.045703
197,85,2,1,1,431625,431625,0,0,43162,388463,285064,103399,False,False,2026-05-25 04:22:10.045703
198,85,2,2,1,383976,383976,19199,0,38398,326379,285064,41315,False,False,2026-05-25 04:22:10.045703
199,86,3,1,2,1118082,2236164,111808,25000,0,2124356,1218650,880706,False,False,2026-05-25 04:22:10.045703
200,87,82,1,2,484186,968372,96837,9973,0,871535,489926,371636,False,False,2026-05-25 04:22:10.045703
201,87,16,2,1,64751,64751,3238,667,0,61513,48912,11934,False,False,2026-05-25 04:22:10.045703
202,87,2,3,1,417896,417896,12537,4304,0,405359,285064,115991,False,False,2026-05-25 04:22:10.045703
203,87,9,4,3,649100,1947300,194730,20056,0,1752570,1274955,457559,False,False,2026-05-25 04:22:10.045703
204,88,3,1,1,1028367,1028367,30851,0,102837,894679,609325,285354,False,False,2026-05-25 04:22:10.045703
205,88,22,2,1,137684,137684,0,0,13768,123916,99850,24066,False,False,2026-05-25 04:22:10.045703
206,89,331,1,1,889945,889945,71196,0,0,818749,527633,291116,False,False,2026-05-25 04:22:10.045703
207,90,52,1,1,348802,348802,10464,0,34880,303458,222701,80757,False,False,2026-05-25 04:22:10.045703
208,91,19,1,2,98614,197228,9861,0,0,187367,166972,20395,False,False,2026-05-25 04:22:10.045703
209,92,26,1,1,303440,303440,0,0,30344,273096,243740,29356,False,False,2026-05-25 04:22:10.045703
210,92,10,2,3,781778,2345334,117267,0,234533,1993534,1332384,661150,False,False,2026-05-25 04:22:10.045703
211,93,4,1,1,96956,96956,0,0,9696,87260,83487,3773,False,False,2026-05-25 04:22:10.045703
212,93,1,2,3,5925440,17776320,533290,0,1777632,15465398,14081745,1383653,False,False,2026-05-25 04:22:10.045703
213,94,13,1,1,1007013,1007013,30210,50000,0,976803,667348,259455,False,False,2026-05-25 04:22:10.045703
214,95,123,1,1,420562,420562,0,18000,0,420562,260920,141642,False,False,2026-05-25 04:22:10.045703
215,96,9,1,1,665081,665081,19952,0,0,645129,424985,220144,False,False,2026-05-25 04:22:10.045703
216,96,44,2,1,1105566,1105566,55278,0,0,1050288,897667,152621,False,False,2026-05-25 04:22:10.045703
217,97,221,1,1,2779354,2779354,0,0,277935,2501419,2326883,174536,False,False,2026-05-25 04:22:10.045703
218,98,83,1,1,877567,877567,70205,0,0,807362,608084,199278,False,False,2026-05-25 04:22:10.045703
219,99,65,1,1,1453192,1453192,0,0,145319,1307873,933550,374323,False,False,2026-05-25 04:22:10.045703
220,99,245,2,1,1164312,1164312,58216,0,116431,989665,831042,158623,False,False,2026-05-25 04:22:10.045703
221,100,2,1,2,428425,856850,42842,0,0,814008,570128,243880,True,False,2026-05-25 04:22:10.045703
222,100,1,2,2,6223544,12447088,373413,0,100000,11973675,9387830,2585845,True,False,2026-05-25 04:22:10.045703
223,100,178,3,3,107173,321519,16076,0,0,305443,235527,69916,True,False,2026-05-25 04:22:10.045703
224,101,9,1,1,587144,587144,29357,8006,0,557787,424985,124796,False,False,2026-05-25 04:22:10.045703
225,101,29,2,1,880929,880929,44046,12012,0,836883,692424,132447,False,False,2026-05-25 04:22:10.045703
226,101,54,3,1,409226,409226,0,5580,0,409226,243220,160426,False,False,2026-05-25 04:22:10.045703
227,101,140,4,1,1789693,1789693,89485,24403,0,1700208,1284657,391148,False,False,2026-05-25 04:22:10.045703
228,102,15,1,3,891027,2673081,0,0,267308,2405773,1582281,823492,False,False,2026-05-25 04:22:10.045703
229,103,2,1,1,415255,415255,20763,0,0,394492,285064,109428,False,False,2026-05-25 04:22:10.045703
230,104,1,1,2,5606026,11212052,0,0,0,11212052,9387830,1824222,False,False,2026-05-25 04:22:10.045703
231,104,97,2,1,560973,560973,16829,0,0,544144,406467,137677,False,False,2026-05-25 04:22:10.045703
232,105,9,1,1,565511,565511,28276,0,56551,480684,424985,55699,False,False,2026-05-25 04:22:10.045703
233,105,5,2,1,6875722,6875722,0,0,687572,6188150,5248753,939397,False,False,2026-05-25 04:22:10.045703
234,105,33,3,1,1767605,1767605,88380,0,176760,1502465,1356569,145896,False,False,2026-05-25 04:22:10.045703
235,105,114,4,1,575306,575306,57531,0,57531,460244,432126,28118,False,False,2026-05-25 04:22:10.045703
236,106,9,1,1,607776,607776,0,0,0,607776,424985,182791,False,False,2026-05-25 04:22:10.045703
237,106,9,2,3,680139,2040417,0,0,0,2040417,1274955,765462,False,False,2026-05-25 04:22:10.045703
238,107,205,1,1,960097,960097,0,0,0,960097,608855,351242,False,False,2026-05-25 04:22:10.045703
239,107,58,2,1,327696,327696,0,0,0,327696,247409,80287,False,False,2026-05-25 04:22:10.045703
240,108,1,1,1,5769856,5769856,576986,50000,0,5192870,4693915,448955,False,False,2026-05-25 04:22:10.045703
241,109,33,1,2,1935711,3871422,0,0,387142,3484280,2713138,771142,False,False,2026-05-25 04:22:10.045703
242,109,8,2,2,429300,858600,25758,0,85860,746982,494124,252858,False,False,2026-05-25 04:22:10.045703
243,109,9,3,1,621344,621344,49708,0,62134,509502,424985,84517,False,False,2026-05-25 04:22:10.045703
244,109,4,4,1,103086,103086,8247,0,10309,84530,83487,1043,False,False,2026-05-25 04:22:10.045703
245,110,93,1,1,1117397,1117397,55870,0,0,1061527,676011,385516,True,False,2026-05-25 04:22:10.045703
246,111,126,1,1,2388741,2388741,0,0,0,2388741,1759275,629466,True,False,2026-05-25 04:22:10.045703
247,111,1,2,3,6820561,20461683,0,0,0,20461683,14081745,6379938,True,False,2026-05-25 04:22:10.045703
248,111,12,3,2,3127018,6254036,500323,0,0,5753713,5636976,116737,True,False,2026-05-25 04:22:10.045703
249,112,3,1,1,930240,930240,46512,0,0,883728,609325,274403,False,False,2026-05-25 04:22:10.045703
250,112,247,2,3,747562,2242686,0,0,0,2242686,1425903,816783,False,False,2026-05-25 04:22:10.045703
251,112,350,3,1,1816037,1816037,181604,0,0,1634433,935334,699099,False,False,2026-05-25 04:22:10.045703
252,112,89,4,1,672412,672412,0,0,0,672412,424168,248244,False,False,2026-05-25 04:22:10.045703
253,113,1,1,1,6186282,6186282,494903,0,618628,5072751,4693915,378836,False,False,2026-05-25 04:22:10.045703
254,113,214,2,2,631678,1263356,37901,0,126336,1099119,921994,177125,False,False,2026-05-25 04:22:10.045703
255,114,60,1,1,459237,459237,45924,0,0,413313,407420,5893,False,True,2026-05-25 04:22:10.045703
